id,journee,date_formatee,equipe,role,adversaire,score_equipe,score_adversaire,classement_avant_match,bonus,resultat,essais_accordes,possession_balle,occupation,possession_prop_camp,possession_camp_adv,possession_22m_adv,melees_obtenues,melees_perdues,melees_gagnees,melees_refaites,touches_obtenues,touches_propre_lancer,touches_lancer_adv,en_avant_commis,penalites_reussies,penalites_concedees,plaquages_reussis,plaquages_offensifs,plaquages_manques,ballons_pied,ballons_passes,carton_jaune,carton_orange,carton_rouge
f4bd40ac,j23,07/04/2018,Section Paloise,Extérieur,Union Bordeaux-Bègles,18,19,8e,Bd,Défaite,0,50 %,59 %,45 %,41 %,59 %,5,1,2,2,13,8,1,11,6,8,138,12,21,30,167,1,0,0
344b6ac7,j23,07/04/2018,SU Agen,Domicile,Oyonnax Rugby,36,21,11e,Bo,Victoire,5,50 %,59 %,53 %,40 %,57 %,11,1,6,4,9,9,1,2,3,7,147,7,25,16,131,0,0,0
344b6ac7,j23,07/04/2018,Oyonnax Rugby,Extérieur,SU Agen,21,36,13e,,Défaite,2,50 %,41 %,47 %,60 %,43 %,4,1,1,2,8,4,0,6,3,14,189,11,26,7,108,0,0,0
8f9b5638,j23,08/04/2018,Montpellier Hérault Rugby,Domicile,Stade Rochelais,40,24,1e,Bo,Victoire,6,50 %,53 %,43 %,47 %,54 %,17,1,9,7,16,9,1,9,0,13,192,24,26,22,95,0,0,0
8f9b5638,j23,08/04/2018,Stade Rochelais,Extérieur,Montpellier Hérault Rugby,24,40,7e,,Défaite,3,50 %,47 %,57 %,53 %,46 %,7,0,5,2,13,8,2,10,1,7,112,23,26,15,166,0,0,0
f1c6dc8b,j23,08/04/2018,Racing 92,Domicile,RC Toulon,17,13,2e,,Victoire,2,50 %,49 %,41 %,51 %,50 %,5,0,4,1,11,8,1,8,1,13,225,21,29,15,128,0,0,0
f1c6dc8b,j23,08/04/2018,RC Toulon,Extérieur,Racing 92,13,17,4e,Bd,Défaite,1,50 %,51 %,59 %,49 %,50 %,13,0,8,5,13,9,0,5,2,6,159,10,17,19,169,0,0,0
68eb4de4,j24,14/04/2018,RC Toulon,Domicile,Montpellier Hérault Rugby,32,17,4e,,Victoire,4,50 %,39 %,32 %,62 %,40 %,7,0,6,1,13,7,2,9,2,8,180,15,30,23,144,0,0,0
68eb4de4,j24,14/04/2018,Montpellier Hérault Rugby,Extérieur,RC Toulon,17,32,1e,,Défaite,3,50 %,61 %,68 %,38 %,60 %,11,3,5,3,14,11,1,7,0,10,174,15,11,21,162,1,0,0
2b9946ae,j24,14/04/2018,ASM Clermont,Domicile,Union Bordeaux-Bègles,33,3,9e,Bo,Victoire,3,50 %,63 %,95 %,38 %,62 %,15,0,12,3,15,11,1,9,4,7,77,13,16,23,146,0,0,0
2b9946ae,j24,14/04/2018,Union Bordeaux-Bègles,Extérieur,ASM Clermont,3,33,10e,,Défaite,0,50 %,37 %,5 %,62 %,38 %,7,4,3,0,15,9,2,12,1,16,207,22,27,16,65,0,0,0
e76bd70b,j24,14/04/2018,Oyonnax Rugby,Domicile,CA Brive,40,17,13e,,Victoire,5,50 %,53 %,45 %,45 %,52 %,7,0,4,3,14,9,0,9,3,8,148,14,14,20,138,0,0,0
e76bd70b,j24,14/04/2018,CA Brive,Extérieur,Oyonnax Rugby,17,40,14e,,Défaite,3,50 %,47 %,55 %,55 %,48 %,9,2,6,1,9,6,1,5,0,13,168,23,19,11,125,1,0,0
e10c368b,j24,14/04/2018,Section Paloise,Domicile,SU Agen,22,33,8e,,Défaite,3,50 %,51 %,58 %,48 %,52 %,5,1,2,2,14,8,0,8,1,8,221,20,37,10,149,0,0,0
e10c368b,j24,14/04/2018,SU Agen,Extérieur,Section Paloise,33,22,11e,,Victoire,4,50 %,49 %,42 %,52 %,48 %,6,1,3,2,12,10,1,6,3,11,172,20,23,15,130,0,0,0
52457357,j24,14/04/2018,LOU Rugby,Domicile,Stade Français Paris,44,3,5e,Bo,Victoire,5,50 %,58 %,73 %,40 %,56 %,8,0,7,1,17,13,3,11,2,5,139,18,12,20,150,0,0,0
52457357,j24,14/04/2018,Stade Français Paris,Extérieur,LOU Rugby,3,44,12e,,Défaite,0,50 %,42 %,27 %,60 %,44 %,6,1,5,0,9,5,1,12,1,11,161,16,25,22,131,2,0,0
78bc0425,j24,15/04/2018,Stade Rochelais,Domicile,Castres Olympique,18,26,7e,,Défaite,2,50 %,48 %,49 %,50 %,47 %,11,0,8,3,13,9,0,9,2,6,142,15,19,15,142,0,0,0
78bc0425,j24,15/04/2018,Castres Olympique,Extérieur,Stade Rochelais,26,18,6e,,Victoire,2,50 %,52 %,51 %,50 %,53 %,8,1,5,2,12,10,1,12,3,11,209,16,33,21,93,0,0,0
cf73fc7a,j24,15/04/2018,Stade Toulousain,Domicile,Racing 92,42,27,3e,,Victoire,5,50 %,50 %,67 %,50 %,53 %,10,0,8,2,7,6,0,6,3,9,159,14,20,17,102,0,0,0
cf73fc7a,j24,15/04/2018,Racing 92,Extérieur,Stade Toulousain,27,42,2e,,Défaite,3,50 %,50 %,33 %,50 %,47 %,3,0,3,0,15,13,0,9,2,7,167,19,20,10,158,1,0,0
d1f02273,j25,28/04/2018,RC Toulon,Domicile,Castres Olympique,59,13,4e,Bo,Victoire,8,50 %,45 %,70 %,58 %,44 %,15,0,13,2,15,9,3,9,1,6,101,15,9,17,138,1,0,0
d1f02273,j25,28/04/2018,Castres Olympique,Extérieur,RC Toulon,13,59,6e,,Défaite,1,50 %,55 %,30 %,42 %,56 %,7,0,5,2,12,7,3,9,1,16,174,17,27,16,106,1,0,0
a7f9c61f,j25,28/04/2018,Montpellier Hérault Rugby,Domicile,Section Paloise,45,13,1e,Bo,Victoire,6,50 %,53 %,60 %,48 %,52 %,12,0,10,2,13,10,1,6,1,9,172,23,14,20,134,0,0,0
a7f9c61f,j25,28/04/2018,Section Paloise,Extérieur,Montpellier Hérault Rugby,13,45,8e,,Défaite,0,50 %,47 %,40 %,52 %,48 %,6,0,6,0,12,6,1,9,2,12,182,8,27,14,174,0,0,0
ae4f41da,j25,28/04/2018,Oyonnax Rugby,Domicile,LOU Rugby,39,18,13e,Bo,Victoire,4,50 %,49 %,29 %,49 %,49 %,2,0,2,0,13,10,0,7,2,9,201,16,31,14,157,0,0,0
ae4f41da,j25,28/04/2018,LOU Rugby,Extérieur,Oyonnax Rugby,18,39,5e,,Défaite,2,50 %,51 %,71 %,51 %,51 %,5,0,3,2,8,7,2,8,2,8,167,21,26,19,203,1,0,0
38759836,j25,28/04/2018,Stade Français Paris,Domicile,CA Brive,30,22,12e,,Victoire,2,50 %,49 %,47 %,51 %,50 %,3,0,1,2,16,14,1,7,5,14,222,25,21,20,110,1,0,0
38759836,j25,28/04/2018,CA Brive,Extérieur,Stade Français Paris,22,30,14e,,Défaite,1,50 %,51 %,53 %,49 %,50 %,9,0,7,2,17,11,0,10,5,11,124,9,15,15,174,0,0,0
9d803529,j25,28/04/2018,SU Agen,Domicile,ASM Clermont,27,17,11e,,Victoire,3,50 %,63 %,66 %,37 %,61 %,9,0,6,3,14,12,0,6,2,8,144,21,16,16,148,2,0,0
9d803529,j25,28/04/2018,ASM Clermont,Extérieur,SU Agen,17,27,9e,,Défaite,2,50 %,37 %,34 %,63 %,39 %,10,0,7,3,12,9,2,9,1,13,197,16,19,15,139,2,0,1
ed0bedec,j25,29/04/2018,Union Bordeaux-Bègles,Domicile,Racing 92,15,39,10e,,Défaite,2,50 %,51 %,58 %,49 %,51 %,9,1,5,3,17,11,1,16,1,8,172,8,26,15,171,0,0,0
ed0bedec,j25,29/04/2018,Racing 92,Extérieur,Union Bordeaux-Bègles,39,15,2e,Bo,Victoire,5,50 %,49 %,42 %,51 %,49 %,12,0,9,3,8,6,0,7,2,11,143,16,24,26,148,0,0,0
28bfab04,j25,29/04/2018,Stade Toulousain,Domicile,Stade Rochelais,19,14,3e,,Victoire,1,50 %,71 %,82 %,30 %,73 %,12,0,10,2,7,3,1,11,4,7,176,23,19,24,103,0,0,1
28bfab04,j25,29/04/2018,Stade Rochelais,Extérieur,Stade Toulousain,14,19,7e,Bd,Défaite,1,50 %,29 %,18 %,70 %,27 %,9,0,8,1,5,3,1,10,3,8,214,18,18,22,148,0,0,0
313840e7,j26,05/05/2018,ASM Clermont,Domicile,Stade Toulousain,36,26,9e,,Victoire,3,50 %,50 %,60 %,50 %,50 %,7,1,4,2,15,11,2,6,5,10,163,22,24,16,137,0,0,0
313840e7,j26,05/05/2018,Stade Toulousain,Extérieur,ASM Clermont,26,36,3e,,Défaite,4,50 %,50 %,40 %,50 %,50 %,6,2,2,2,12,8,1,5,0,12,157,19,13,11,116,0,0,0
e4f6fed3,j26,05/05/2018,CA Brive,Domicile,Union Bordeaux-Bègles,22,20,14e,,Victoire,3,50 %,46 %,48 %,59 %,42 %,15,1,9,5,11,8,0,10,0,7,108,8,25,6,184,1,0,0
e4f6fed3,j26,05/05/2018,Union Bordeaux-Bègles,Extérieur,CA Brive,20,22,10e,Bd,Défaite,2,50 %,54 %,52 %,41 %,58 %,9,1,6,2,9,5,0,1,2,17,266,25,24,9,97,0,0,1
927c34e6,j26,05/05/2018,Castres Olympique,Domicile,Oyonnax Rugby,54,3,6e,Bo,Victoire,7,50 %,68 %,89 %,32 %,69 %,7,1,4,2,10,8,2,12,3,10,126,13,21,29,169,0,0,0
927c34e6,j26,05/05/2018,Oyonnax Rugby,Extérieur,Castres Olympique,3,54,13e,,Défaite,0,50 %,32 %,11 %,68 %,31 %,8,3,3,2,15,8,0,7,1,9,222,12,35,18,104,0,0,0
f83165f3,j26,05/05/2018,LOU Rugby,Domicile,Montpellier Hérault Rugby,32,24,5e,,Victoire,4,50 %,50 %,62 %,51 %,51 %,4,0,4,0,20,16,1,6,2,4,127,9,20,27,125,1,0,0
f83165f3,j26,05/05/2018,Montpellier Hérault Rugby,Extérieur,LOU Rugby,24,32,1e,,Défaite,3,50 %,50 %,38 %,49 %,49 %,6,0,4,2,10,6,0,7,1,10,164,17,27,24,121,1,0,0
f12e1fda,j26,05/05/2018,Racing 92,Domicile,SU Agen,42,13,2e,Bo,Victoire,6,50 %,48 %,48 %,51 %,49 %,9,1,5,3,11,7,1,7,0,9,176,13,22,14,150,0,0,0
f12e1fda,j26,05/05/2018,SU Agen,Extérieur,Racing 92,13,42,11e,,Défaite,1,50 %,52 %,52 %,49 %,51 %,17,0,13,4,12,8,3,9,2,8,138,16,19,11,144,0,0,0
95f65411,j26,05/05/2018,Section Paloise,Domicile,RC Toulon,38,26,8e,,Victoire,4,50 %,61 %,78 %,37 %,59 %,12,2,8,2,13,7,2,5,4,8,152,13,16,16,176,0,0,0
95f65411,j26,05/05/2018,RC Toulon,Extérieur,Section Paloise,26,38,4e,,Défaite,4,50 %,39 %,22 %,63 %,41 %,7,1,5,1,13,5,2,10,0,15,203,15,14,7,130,2,0,0
4598a3d2,j26,05/05/2018,Stade Rochelais,Domicile,Stade Français Paris,31,7,7e,Bo,Victoire,4,50 %,47 %,36 %,53 %,48 %,8,1,3,4,8,7,2,11,1,9,197,14,13,12,182,1,0,0
4598a3d2,j26,05/05/2018,Stade Français Paris,Extérieur,Stade Rochelais,7,31,12e,,Défaite,1,50 %,53 %,64 %,47 %,52 %,12,3,8,1,14,10,0,8,0,9,178,19,16,10,167,1,0,0
ce005003,match-daccession,12/05/2018,FC Grenoble Rugby,Domicile,Oyonnax Rugby,47,22,13e,,Victoire,7,50 %,46 %,40 %,54 %,48 %,11,0,8,3,9,6,2,6,0,10,204,29,26,24,149,0,0,0
ce005003,match-daccession,12/05/2018,Oyonnax Rugby,Extérieur,FC Grenoble Rugby,22,47,,,Défaite,3,50 %,54 %,60 %,46 %,52 %,0,0,0,0,15,10,1,13,1,10,184,27,20,10,168,0,0,0
15c5fafa,barrages,18/05/2018,RC Toulon,Domicile,LOU Rugby,19,19,4e,,Nul,1,50 %,55 %,48 %,45 %,54 %,9,0,7,2,20,13,0,9,4,8,113,10,15,25,197,1,0,0
15c5fafa,barrages,18/05/2018,LOU Rugby,Extérieur,RC Toulon,19,19,5e,,Nul,2,50 %,45 %,52 %,55 %,46 %,9,2,4,3,17,15,1,9,3,16,258,24,32,22,93,1,0,0
6c2553d1,barrages,19/05/2018,Stade Toulousain,Domicile,Castres Olympique,11,23,3e,,Défaite,1,50 %,54 %,61 %,47 %,53 %,4,0,3,1,17,10,1,13,2,8,134,20,15,12,208,0,0,0
6c2553d1,barrages,19/05/2018,Castres Olympique,Extérieur,Stade Toulousain,23,11,6e,,Victoire,2,50 %,46 %,39 %,53 %,47 %,9,3,3,3,8,5,1,8,3,11,285,18,41,24,103,0,0,1
e47cb1f9,demi-finales,25/05/2018,Montpellier Hérault Rugby,Domicile,LOU Rugby,40,14,1e,,Victoire,4,50 %,47 %,48 %,55 %,47 %,13,1,9,3,6,6,0,4,4,13,113,11,11,28,76,1,0,0
e47cb1f9,demi-finales,25/05/2018,LOU Rugby,Extérieur,Montpellier Hérault Rugby,14,40,5e,,Défaite,1,50 %,53 %,52 %,45 %,53 %,4,0,2,2,19,17,0,12,3,8,103,9,19,18,108,1,0,0
3b87e111,demi-finales,26/05/2018,Racing 92,Domicile,Castres Olympique,14,19,2e,,Défaite,2,50 %,44 %,76 %,59 %,45 %,12,2,5,5,9,5,2,12,0,11,128,12,18,16,95,1,0,0
3b87e111,demi-finales,26/05/2018,Castres Olympique,Extérieur,Racing 92,19,14,6e,,Victoire,1,50 %,56 %,24 %,41 %,55 %,11,1,8,2,16,14,1,3,4,11,150,10,21,22,92,1,0,0
2a21a9a2,finale,02/06/2018,Montpellier Hérault Rugby,Domicile,Castres Olympique,13,29,1e,,Défaite,0,50 %,54 %,48 %,46 %,53 %,5,0,3,2,12,10,0,5,2,9,127,19,15,19,109,0,0,0
2a21a9a2,finale,02/06/2018,Castres Olympique,Extérieur,Montpellier Hérault Rugby,29,13,6e,,Victoire,2,50 %,46 %,52 %,54 %,47 %,7,1,5,1,12,10,0,4,5,12,166,8,17,21,91,1,0,0
7b23e61e,j1,25/08/2018,USA Perpignan,Domicile,Stade Français Paris,15,46,14e,,Défaite,1,50 %,46 %,45 %,50 %,51 %,8,0,6,2,19,12,0,9,1,10,76,2,14,10,140,1,0,0
7b23e61e,j1,25/08/2018,Stade Français Paris,Extérieur,USA Perpignan,46,15,8e,Bo,Victoire,6,50 %,54 %,55 %,50 %,49 %,12,2,7,3,10,7,2,5,2,16,184,13,11,17,89,1,0,1
f9221ff4,j1,25/08/2018,ASM Clermont,Domicile,SU Agen,67,23,2e,Bo,Victoire,10,50 %,46 %,53 %,55 %,47 %,10,2,6,2,6,6,0,11,1,8,158,19,19,10,186,1,0,0
f9221ff4,j1,25/08/2018,SU Agen,Extérieur,ASM Clermont,23,67,12e,,Défaite,2,50 %,54 %,47 %,45 %,53 %,12,1,8,3,6,5,0,8,3,5,148,3,40,8,129,1,0,0
8d276598,j1,25/08/2018,LOU Rugby,Domicile,Stade Toulousain,16,16,3e,,Nul,1,50 %,42 %,3 %,57 %,42 %,8,1,5,2,19,12,3,10,3,9,154,18,17,21,112,1,0,0
8d276598,j1,25/08/2018,Stade Toulousain,Extérieur,LOU Rugby,16,16,1e,,Nul,1,50 %,58 %,97 %,43 %,58 %,12,2,8,2,9,5,3,9,2,12,132,14,20,24,135,1,0,0
1f59b658,j1,25/08/2018,Stade Rochelais,Domicile,FC Grenoble Rugby,28,21,5e,,Victoire,4,50 %,41 %,51 %,60 %,42 %,7,1,5,1,8,7,0,11,2,6,212,10,23,20,134,0,0,0
1f59b658,j1,25/08/2018,FC Grenoble Rugby,Extérieur,Stade Rochelais,21,28,13e,,Défaite,2,50 %,59 %,49 %,40 %,58 %,6,0,5,1,15,12,0,12,3,12,177,16,21,16,165,0,0,1
28d5c5ba,j1,25/08/2018,Union Bordeaux-Bègles,Domicile,Section Paloise,41,19,10e,Bo,Victoire,4,50 %,39 %,79 %,58 %,33 %,7,0,6,1,10,7,1,5,5,11,138,10,16,17,89,1,0,0
28d5c5ba,j1,25/08/2018,Section Paloise,Extérieur,Union Bordeaux-Bègles,19,41,11e,,Défaite,1,50 %,61 %,21 %,42 %,67 %,8,1,4,3,7,5,0,7,4,12,135,11,20,17,110,1,0,0
85b5bce4,j1,25/08/2018,RC Toulon,Domicile,Racing 92,9,25,9e,,Défaite,0,50 %,46 %,22 %,56 %,34 %,8,1,7,0,12,8,0,9,3,13,220,32,29,10,92,1,0,0
85b5bce4,j1,25/08/2018,Racing 92,Extérieur,RC Toulon,25,9,4e,Bo,Victoire,3,50 %,54 %,78 %,44 %,66 %,9,0,7,2,13,11,3,6,2,9,135,14,15,10,162,1,0,0
ff8372bf,j1,26/08/2018,Montpellier Hérault Rugby,Domicile,Castres Olympique,20,25,6e,Bd,Défaite,2,50 %,48 %,47 %,51 %,49 %,11,0,9,2,17,13,2,9,2,10,119,13,26,19,129,0,0,0
ff8372bf,j1,26/08/2018,Castres Olympique,Extérieur,Montpellier Hérault Rugby,25,20,7e,,Victoire,3,50 %,52 %,53 %,49 %,51 %,10,1,7,2,14,9,1,7,2,10,167,21,22,25,104,1,0,0
8e9b00a0,j2,01/09/2018,Section Paloise,Domicile,RC Toulon,20,10,11e,,Victoire,1,50 %,65 %,73 %,44 %,70 %,12,0,8,4,10,5,2,8,5,11,206,9,27,23,93,0,0,0
8e9b00a0,j2,01/09/2018,RC Toulon,Extérieur,Section Paloise,10,20,9e,,Défaite,1,50 %,35 %,27 %,56 %,30 %,10,0,7,3,18,12,1,13,1,11,76,11,20,12,180,1,0,0
e6668883,j2,01/09/2018,Castres Olympique,Domicile,LOU Rugby,19,16,7e,,Victoire,2,50 %,49 %,56 %,53 %,49 %,13,3,6,4,14,10,0,10,3,7,119,6,19,23,97,0,0,0
e6668883,j2,01/09/2018,LOU Rugby,Extérieur,Castres Olympique,16,19,3e,Bd,Défaite,1,50 %,51 %,44 %,47 %,51 %,8,3,4,1,7,6,2,11,2,16,136,15,19,20,122,0,0,0
256352a9,j2,01/09/2018,Montpellier Hérault Rugby,Domicile,Stade Rochelais,36,14,6e,,Victoire,4,50 %,51 %,68 %,47 %,51 %,14,3,7,4,13,11,1,8,4,10,146,14,27,19,114,0,0,0
256352a9,j2,01/09/2018,Stade Rochelais,Extérieur,Montpellier Hérault Rugby,14,36,5e,,Défaite,2,50 %,49 %,32 %,53 %,49 %,8,1,6,1,14,9,1,10,0,12,133,9,17,13,143,2,0,0
894f71a8,j2,01/09/2018,Stade Français Paris,Domicile,Union Bordeaux-Bègles,20,8,8e,,Victoire,2,50 %,50 %,68 %,49 %,50 %,20,0,12,8,11,11,1,10,2,8,121,12,12,15,113,0,0,0
894f71a8,j2,01/09/2018,Union Bordeaux-Bègles,Extérieur,Stade Français Paris,8,20,10e,,Défaite,1,50 %,50 %,32 %,51 %,50 %,9,1,7,1,8,3,0,11,1,14,123,18,9,13,104,1,0,0
0a538521,j2,01/09/2018,FC Grenoble Rugby,Domicile,Stade Toulousain,20,23,13e,Bd,Défaite,2,50 %,52 %,40 %,50 %,51 %,7,1,5,1,17,15,0,6,2,11,170,21,25,13,127,2,0,0
0a538521,j2,01/09/2018,Stade Toulousain,Extérieur,FC Grenoble Rugby,23,20,1e,,Victoire,2,50 %,48 %,60 %,50 %,49 %,3,0,3,0,16,15,1,5,3,10,176,23,17,16,143,1,0,0
5e8f3a36,j2,02/09/2018,SU Agen,Domicile,USA Perpignan,25,23,12e,,Victoire,3,50 %,47 %,60 %,53 %,47 %,4,0,3,1,14,14,0,3,2,10,191,10,30,12,120,1,0,0
5e8f3a36,j2,02/09/2018,USA Perpignan,Extérieur,SU Agen,23,25,14e,Bd,Défaite,2,50 %,53 %,40 %,47 %,53 %,9,0,6,3,7,5,0,4,3,11,157,10,24,18,188,2,0,0
7bd7e504,j2,02/09/2018,Racing 92,Domicile,ASM Clermont,17,40,4e,,Défaite,2,50 %,53 %,46 %,48 %,56 %,9,5,1,3,19,15,2,10,1,16,119,12,16,6,125,2,0,0
7bd7e504,j2,02/09/2018,ASM Clermont,Extérieur,Racing 92,40,17,2e,,Victoire,3,50 %,47 %,54 %,52 %,44 %,11,1,7,3,8,5,2,7,6,10,145,8,25,23,103,1,0,0
f4f3bc12,j3,08/09/2018,Union Bordeaux-Bègles,Domicile,Montpellier Hérault Rugby,9,9,10e,,Nul,0,50 %,55 %,59 %,48 %,59 %,13,0,11,2,10,6,2,10,3,9,142,10,10,23,82,0,0,0
f4f3bc12,j3,08/09/2018,Montpellier Hérault Rugby,Extérieur,Union Bordeaux-Bègles,9,9,6e,,Nul,0,50 %,45 %,41 %,52 %,41 %,17,1,10,6,11,7,1,9,3,12,112,5,17,23,113,2,0,0
6d10214e,j3,08/09/2018,Stade Toulousain,Domicile,Stade Rochelais,33,26,1e,,Victoire,5,50 %,50 %,47 %,51 %,48 %,8,1,4,3,10,7,1,7,0,6,192,10,29,12,145,0,0,0
6d10214e,j3,08/09/2018,Stade Rochelais,Extérieur,Stade Toulousain,26,33,5e,,Défaite,4,50 %,50 %,53 %,49 %,52 %,10,0,8,2,8,5,0,5,0,7,130,9,30,10,159,0,0,0
37e50cca,j3,08/09/2018,Racing 92,Domicile,SU Agen,59,7,4e,Bo,Victoire,9,50 %,40 %,51 %,63 %,42 %,4,0,3,1,16,15,0,7,0,13,143,20,20,19,116,0,0,2
37e50cca,j3,08/09/2018,SU Agen,Extérieur,Racing 92,7,59,12e,,Défaite,1,50 %,60 %,49 %,37 %,58 %,13,2,8,3,13,11,0,5,0,12,149,14,17,10,94,0,0,0
976dddb9,j3,08/09/2018,USA Perpignan,Domicile,LOU Rugby,16,22,14e,,Défaite,1,50 %,44 %,23 %,53 %,44 %,15,3,6,6,9,9,1,5,3,9,154,15,14,19,146,0,0,0
976dddb9,j3,08/09/2018,LOU Rugby,Extérieur,USA Perpignan,22,16,3e,,Victoire,1,50 %,56 %,77 %,47 %,56 %,12,1,7,4,10,8,0,10,5,11,217,33,17,17,125,2,0,0
818b8cbd,j3,08/09/2018,ASM Clermont,Domicile,Stade Français Paris,42,20,2e,Bo,Victoire,5,50 %,56 %,57 %,45 %,60 %,7,0,6,1,16,10,4,6,2,8,130,17,11,22,158,1,0,0
818b8cbd,j3,08/09/2018,Stade Français Paris,Extérieur,ASM Clermont,20,42,8e,,Défaite,2,50 %,44 %,43 %,55 %,40 %,4,0,4,0,20,11,2,9,2,8,192,30,26,18,128,0,0,1
681794e5,j3,09/09/2018,FC Grenoble Rugby,Domicile,Section Paloise,21,24,13e,Bd,Défaite,2,50 %,46 %,48 %,50 %,46 %,5,0,4,1,21,13,0,8,3,6,156,11,16,16,155,0,0,0
681794e5,j3,09/09/2018,Section Paloise,Extérieur,FC Grenoble Rugby,24,21,11e,,Victoire,3,50 %,54 %,52 %,50 %,54 %,7,3,3,1,9,5,2,7,1,14,220,14,18,18,143,1,0,0
24bf5feb,j3,09/09/2018,RC Toulon,Domicile,Castres Olympique,28,27,9e,,Victoire,4,50 %,56 %,64 %,44 %,57 %,8,0,5,3,12,12,1,11,2,8,70,9,10,15,120,0,0,1
24bf5feb,j3,09/09/2018,Castres Olympique,Extérieur,RC Toulon,27,28,7e,Bd,Défaite,2,50 %,44 %,36 %,56 %,43 %,10,1,6,3,11,8,0,6,4,14,171,8,21,17,64,2,0,0
8ee32265,j4,15/09/2018,LOU Rugby,Domicile,Montpellier Hérault Rugby,55,13,3e,Bo,Victoire,8,50 %,51 %,24 %,49 %,52 %,3,1,2,0,22,17,2,5,1,7,159,13,21,17,178,0,0,0
8ee32265,j4,15/09/2018,Montpellier Hérault Rugby,Extérieur,LOU Rugby,13,55,6e,,Défaite,1,50 %,49 %,76 %,51 %,48 %,8,0,6,2,8,4,1,5,2,11,170,9,29,18,119,1,0,0
f17986e4,j4,15/09/2018,Castres Olympique,Domicile,FC Grenoble Rugby,29,13,7e,Bo,Victoire,4,50 %,46 %,43 %,54 %,46 %,7,1,4,2,14,13,0,5,1,10,193,17,21,22,114,1,0,0
f17986e4,j4,15/09/2018,FC Grenoble Rugby,Extérieur,Castres Olympique,13,29,13e,,Défaite,1,50 %,54 %,57 %,46 %,54 %,10,0,5,5,16,13,0,4,2,9,143,9,26,17,118,0,0,0
df9b08bd,j4,15/09/2018,Section Paloise,Domicile,ASM Clermont,23,27,11e,Bd,Défaite,2,50 %,63 %,72 %,42 %,70 %,10,3,5,2,9,8,2,4,3,16,144,15,20,24,120,1,0,0
df9b08bd,j4,15/09/2018,ASM Clermont,Extérieur,Section Paloise,27,23,2e,,Victoire,2,50 %,37 %,28 %,58 %,30 %,4,0,4,0,15,10,0,14,5,7,115,11,24,15,147,1,0,0
28214533,j4,15/09/2018,SU Agen,Domicile,Union Bordeaux-Bègles,22,17,12e,,Victoire,1,50 %,40 %,100 %,53 %,32 %,10,0,9,1,9,7,3,5,5,10,144,17,14,23,138,0,0,0
28214533,j4,15/09/2018,Union Bordeaux-Bègles,Extérieur,SU Agen,17,22,10e,Bd,Défaite,1,50 %,60 %,0 %,47 %,68 %,8,0,4,4,16,11,0,11,1,10,197,31,23,14,119,0,0,0
81c59da3,j4,15/09/2018,Stade Toulousain,Domicile,Racing 92,30,17,1e,,Victoire,3,50 %,58 %,71 %,41 %,58 %,12,1,8,3,12,7,1,5,3,8,175,21,22,18,145,1,0,0
81c59da3,j4,15/09/2018,Racing 92,Extérieur,Stade Toulousain,17,30,4e,,Défaite,2,50 %,42 %,29 %,59 %,42 %,4,0,4,0,14,9,2,7,1,9,150,7,15,12,180,0,0,0
a7838419,j4,16/09/2018,Stade Rochelais,Domicile,USA Perpignan,37,10,5e,Bo,Victoire,4,50 %,58 %,64 %,42 %,55 %,13,0,10,3,17,11,1,8,2,4,147,8,16,7,175,0,0,0
a7838419,j4,16/09/2018,USA Perpignan,Extérieur,Stade Rochelais,10,37,14e,,Défaite,1,50 %,42 %,36 %,58 %,45 %,7,1,5,1,7,5,3,6,1,19,206,17,29,13,112,0,0,0
f72d3ebc,j4,16/09/2018,Stade Français Paris,Domicile,RC Toulon,37,10,8e,Bo,Victoire,4,50 %,50 %,50 %,50 %,50 %,12,1,7,4,13,12,0,3,3,9,186,22,24,22,129,1,0,0
f72d3ebc,j4,16/09/2018,RC Toulon,Extérieur,Stade Français Paris,10,37,9e,,Défaite,1,50 %,50 %,50 %,50 %,50 %,3,1,2,0,14,12,1,11,1,9,139,9,18,17,156,1,0,0
26fcdd4f,j5,22/09/2018,Union Bordeaux-Bègles,Domicile,ASM Clermont,23,19,10e,,Victoire,2,50 %,47 %,31 %,53 %,46 %,9,1,5,3,11,10,1,4,3,11,198,17,24,13,87,1,0,0
26fcdd4f,j5,22/09/2018,ASM Clermont,Extérieur,Union Bordeaux-Bègles,19,23,2e,Bd,Défaite,1,50 %,53 %,69 %,47 %,54 %,10,0,7,3,12,8,1,12,4,9,130,8,16,13,198,1,0,0
e9af628d,j5,22/09/2018,FC Grenoble Rugby,Domicile,USA Perpignan,31,22,13e,,Victoire,1,50 %,47 %,31 %,53 %,48 %,9,0,7,2,4,3,0,6,8,8,153,9,24,21,141,1,0,0
e9af628d,j5,22/09/2018,USA Perpignan,Extérieur,FC Grenoble Rugby,22,31,14e,,Défaite,3,50 %,53 %,69 %,47 %,52 %,5,1,3,1,17,16,1,10,1,11,165,20,21,12,135,0,0,0
9fab1f96,j5,22/09/2018,RC Toulon,Domicile,SU Agen,33,3,9e,Bo,Victoire,5,50 %,41 %,38 %,59 %,41 %,14,0,12,2,7,6,0,6,0,8,194,19,20,16,166,0,0,0
9fab1f96,j5,22/09/2018,SU Agen,Extérieur,RC Toulon,3,33,12e,,Défaite,0,50 %,59 %,62 %,41 %,59 %,8,1,5,2,15,14,0,11,1,6,158,11,24,12,161,0,0,0
