id,journee,date_formatee,equipe,role,adversaire,score_equipe,score_adversaire,classement_avant_match,bonus,resultat,essais_accordes,possession_balle,occupation,possession_prop_camp,possession_camp_adv,possession_22m_adv,melees_obtenues,melees_perdues,melees_gagnees,melees_refaites,touches_obtenues,touches_propre_lancer,touches_lancer_adv,en_avant_commis,penalites_reussies,penalites_concedees,plaquages_reussis,plaquages_offensifs,plaquages_manques,ballons_pied,ballons_passes,carton_jaune,carton_orange,carton_rouge
89fe7ca9,j23,09/04/2017,RC Toulon,Domicile,Stade Toulousain,33,23,4e,,Victoire,2,50 %,50 %,38 %,50 %,51 %,6,1,4,1,14,14,2,6,3,12,165,13,26,22,147,0,0,0
89fe7ca9,j23,09/04/2017,Stade Toulousain,Extérieur,RC Toulon,23,33,12e,,Défaite,2,50 %,50 %,62 %,50 %,49 %,8,1,4,3,11,5,0,11,3,11,148,9,27,24,154,1,0,0
72149bad,j24,15/04/2017,RC Toulon,Domicile,Castres Olympique,23,14,4e,,Victoire,2,50 %,33 %,30 %,68 %,34 %,6,0,5,1,10,8,4,7,3,11,130,16,23,22,119,0,0,0
72149bad,j24,15/04/2017,Castres Olympique,Extérieur,RC Toulon,14,23,5e,,Défaite,2,50 %,67 %,70 %,32 %,66 %,13,4,4,5,15,7,0,7,0,13,161,6,23,11,107,0,0,0
837bbb40,j24,15/04/2017,CA Brive,Domicile,Union Bordeaux-Bègles,19,22,8e,Bd,Défaite,1,50 %,58 %,68 %,43 %,55 %,7,1,5,1,12,12,1,9,4,5,131,13,25,18,204,0,0,0
837bbb40,j24,15/04/2017,Union Bordeaux-Bègles,Extérieur,CA Brive,22,19,11e,,Victoire,3,50 %,42 %,32 %,57 %,45 %,8,2,4,2,10,7,0,4,1,17,260,18,31,18,122,1,0,0
8020398b,j24,15/04/2017,FC Grenoble Rugby,Domicile,ASM Clermont,18,59,13e,,Défaite,2,50 %,53 %,51 %,47 %,52 %,6,1,3,2,19,12,0,12,2,7,136,14,46,10,151,1,0,0
8020398b,j24,15/04/2017,ASM Clermont,Extérieur,FC Grenoble Rugby,59,18,2e,Bo,Victoire,9,50 %,47 %,49 %,53 %,48 %,7,2,4,1,9,7,2,4,0,13,124,13,26,18,157,1,0,0
19d99e65,j24,15/04/2017,Stade Français Paris,Domicile,Section Paloise,51,16,7e,Bo,Victoire,6,50 %,49 %,46 %,49 %,51 %,10,2,6,2,14,11,2,6,2,13,168,11,20,18,149,1,0,0
19d99e65,j24,15/04/2017,Section Paloise,Extérieur,Stade Français Paris,16,51,9e,,Défaite,1,50 %,51 %,54 %,51 %,49 %,6,0,4,2,15,12,0,7,3,9,135,5,18,8,188,0,0,2
5c40c529,j24,15/04/2017,LOU Rugby,Domicile,Stade Rochelais,29,25,10e,,Victoire,5,50 %,61 %,67 %,39 %,59 %,8,0,6,2,10,9,2,5,0,11,145,11,27,15,199,0,0,0
5c40c529,j24,15/04/2017,Stade Rochelais,Extérieur,LOU Rugby,25,29,1e,Bd,Défaite,3,50 %,39 %,33 %,61 %,41 %,6,1,5,0,12,7,0,6,2,7,195,24,28,11,119,1,0,0
9777af8b,j24,16/04/2017,Montpellier Hérault Rugby,Domicile,Aviron Bayonnais,61,22,3e,Bo,Victoire,9,50 %,56 %,64 %,45 %,55 %,10,0,7,3,13,10,1,9,0,11,121,13,17,18,117,0,0,0
9777af8b,j24,16/04/2017,Aviron Bayonnais,Extérieur,Montpellier Hérault Rugby,22,61,14e,,Défaite,3,50 %,44 %,36 %,55 %,45 %,7,2,5,0,16,11,0,9,1,8,133,18,28,12,110,0,0,0
43e16068,j24,16/04/2017,Stade Toulousain,Domicile,Racing 92,8,10,12e,Bd,Défaite,1,50 %,62 %,91 %,38 %,63 %,19,0,13,6,18,13,0,8,1,7,88,10,10,15,135,1,0,0
43e16068,j24,16/04/2017,Racing 92,Extérieur,Stade Toulousain,10,8,6e,,Victoire,0,50 %,38 %,9 %,62 %,37 %,9,0,8,1,14,9,2,7,1,18,123,14,12,19,77,1,0,2
209b0531,j25,29/04/2017,Castres Olympique,Domicile,Stade Toulousain,52,7,5e,Bo,Victoire,6,50 %,64 %,68 %,38 %,63 %,5,0,5,0,12,8,2,4,4,10,108,9,15,13,161,0,0,0
209b0531,j25,29/04/2017,Stade Toulousain,Extérieur,Castres Olympique,7,52,12e,,Défaite,1,50 %,36 %,32 %,62 %,37 %,7,2,3,2,17,9,1,8,0,12,170,13,23,11,116,1,0,0
184169d6,j25,29/04/2017,Aviron Bayonnais,Domicile,FC Grenoble Rugby,43,35,14e,,Victoire,6,50 %,42 %,47 %,58 %,43 %,7,1,6,0,13,9,5,9,1,12,178,14,19,23,97,1,0,0
184169d6,j25,29/04/2017,FC Grenoble Rugby,Extérieur,Aviron Bayonnais,35,43,13e,,Défaite,4,50 %,58 %,53 %,42 %,57 %,7,1,5,1,13,7,1,11,3,5,123,9,25,8,207,0,0,0
079f9f69,j25,29/04/2017,LOU Rugby,Domicile,ASM Clermont,20,23,10e,Bd,Défaite,2,50 %,39 %,44 %,62 %,40 %,5,0,4,1,15,12,2,2,2,14,136,17,24,13,113,2,0,0
079f9f69,j25,29/04/2017,ASM Clermont,Extérieur,LOU Rugby,23,20,2e,,Victoire,1,50 %,61 %,56 %,38 %,60 %,11,0,7,4,12,9,0,8,6,11,134,15,20,12,139,1,0,0
2614593a,j25,29/04/2017,Section Paloise,Domicile,CA Brive,32,27,9e,,Victoire,3,50 %,60 %,66 %,39 %,59 %,13,2,7,4,17,12,1,8,2,10,141,5,18,9,156,0,0,0
2614593a,j25,29/04/2017,CA Brive,Extérieur,Section Paloise,27,32,8e,Bd,Défaite,3,50 %,40 %,34 %,61 %,41 %,5,1,3,1,5,4,2,8,2,14,193,25,33,13,158,2,0,0
ab353b00,j25,29/04/2017,Union Bordeaux-Bègles,Domicile,RC Toulon,13,26,11e,,Défaite,1,50 %,52 %,59 %,48 %,52 %,6,1,3,2,13,8,2,10,2,10,129,7,20,11,162,1,0,0
ab353b00,j25,29/04/2017,RC Toulon,Extérieur,Union Bordeaux-Bègles,26,13,4e,,Victoire,2,50 %,48 %,41 %,52 %,48 %,11,1,5,5,8,6,1,5,4,13,160,20,16,18,87,2,0,0
2c16dc1c,j25,30/04/2017,Stade Rochelais,Domicile,Montpellier Hérault Rugby,40,37,1e,,Victoire,4,50 %,56 %,57 %,48 %,53 %,7,1,5,1,15,12,3,4,4,9,102,15,16,11,119,1,0,0
2c16dc1c,j25,30/04/2017,Montpellier Hérault Rugby,Extérieur,Stade Rochelais,37,40,3e,Bd,Défaite,3,50 %,44 %,43 %,52 %,47 %,8,1,5,2,11,5,1,6,3,14,185,14,12,16,67,1,0,0
13f491d8,j25,30/04/2017,Stade Français Paris,Domicile,Racing 92,27,23,7e,,Victoire,3,50 %,36 %,21 %,64 %,36 %,12,1,6,5,13,7,2,9,2,9,197,18,29,21,93,1,0,1
13f491d8,j25,30/04/2017,Racing 92,Extérieur,Stade Français Paris,23,27,6e,Bd,Défaite,2,50 %,64 %,79 %,36 %,64 %,8,0,8,0,15,6,0,10,3,12,92,13,10,14,146,0,0,1
0c495fe7,j26,06/05/2017,ASM Clermont,Domicile,Stade Rochelais,30,26,2e,,Victoire,3,50 %,55 %,21 %,43 %,56 %,9,1,5,3,15,13,1,2,3,13,180,13,26,14,96,0,0,0
0c495fe7,j26,06/05/2017,Stade Rochelais,Extérieur,ASM Clermont,26,30,1e,Bd,Défaite,2,50 %,45 %,79 %,57 %,44 %,6,1,3,2,16,13,1,5,4,9,93,6,28,12,137,0,0,0
a74ee569,j26,06/05/2017,CA Brive,Domicile,Castres Olympique,33,27,8e,,Victoire,2,50 %,52 %,92 %,47 %,52 %,12,0,7,5,15,12,0,7,4,8,104,5,22,17,135,0,0,0
a74ee569,j26,06/05/2017,Castres Olympique,Extérieur,CA Brive,27,33,5e,,Défaite,3,50 %,48 %,8 %,53 %,48 %,7,2,3,2,8,6,0,6,2,17,153,13,23,18,95,2,0,0
b9a4a9e5,j26,06/05/2017,FC Grenoble Rugby,Domicile,LOU Rugby,53,21,13e,Bo,Victoire,7,50 %,43 %,31 %,60 %,43 %,6,1,5,0,16,12,0,12,2,10,89,4,13,20,171,0,0,0
b9a4a9e5,j26,06/05/2017,LOU Rugby,Extérieur,FC Grenoble Rugby,21,53,10e,,Défaite,3,50 %,57 %,69 %,40 %,57 %,9,2,6,1,14,10,0,8,0,14,173,17,23,15,91,1,0,0
e528471d,j26,06/05/2017,Montpellier Hérault Rugby,Domicile,Stade Français Paris,27,26,3e,,Victoire,3,50 %,60 %,64 %,39 %,58 %,14,1,8,5,10,3,0,11,2,10,119,16,24,19,99,1,0,0
e528471d,j26,06/05/2017,Stade Français Paris,Extérieur,Montpellier Hérault Rugby,26,27,7e,Bd,Défaite,3,50 %,40 %,36 %,61 %,42 %,14,1,11,2,8,5,3,7,3,10,152,17,21,20,133,1,0,0
a6f12ceb,j26,06/05/2017,Racing 92,Domicile,Union Bordeaux-Bègles,22,20,6e,,Victoire,3,50 %,55 %,65 %,43 %,54 %,5,1,4,0,15,11,1,10,1,8,155,20,18,19,136,1,0,0
a6f12ceb,j26,06/05/2017,Union Bordeaux-Bègles,Extérieur,Racing 92,20,22,11e,Bd,Défaite,2,50 %,45 %,35 %,57 %,46 %,6,1,4,1,11,8,0,9,2,7,193,7,26,23,131,1,0,0
9d9598d9,j26,06/05/2017,RC Toulon,Domicile,Section Paloise,32,12,4e,,Victoire,4,50 %,51 %,30 %,49 %,50 %,8,0,6,2,10,10,3,12,2,10,155,11,11,13,183,0,0,0
9d9598d9,j26,06/05/2017,Section Paloise,Extérieur,RC Toulon,12,32,9e,,Défaite,2,50 %,49 %,70 %,51 %,50 %,7,3,4,0,14,9,0,5,0,12,147,10,38,10,157,0,0,0
5acf6888,j26,06/05/2017,Stade Toulousain,Domicile,Aviron Bayonnais,40,12,12e,Bo,Victoire,6,50 %,56 %,43 %,44 %,55 %,7,0,6,1,11,7,0,8,0,8,116,20,18,11,210,1,0,0
5acf6888,j26,06/05/2017,Aviron Bayonnais,Extérieur,Stade Toulousain,12,40,14e,,Défaite,2,50 %,44 %,57 %,56 %,45 %,8,0,5,3,11,10,2,4,0,9,213,8,35,16,139,0,0,0
fb11ecb0,barrages,19/05/2017,RC Toulon,Domicile,Castres Olympique,26,22,4e,,Victoire,2,50 %,54 %,42 %,47 %,53 %,11,0,6,5,13,9,1,7,4,10,128,19,22,21,114,2,0,0
fb11ecb0,barrages,19/05/2017,Castres Olympique,Extérieur,RC Toulon,22,26,5e,,Défaite,0,50 %,46 %,58 %,53 %,47 %,4,0,3,1,7,3,0,7,5,12,144,14,34,24,129,0,0,0
a7be7620,barrages,20/05/2017,Montpellier Hérault Rugby,Domicile,Racing 92,13,22,3e,,Défaite,1,50 %,35 %,34 %,66 %,39 %,7,1,4,2,10,8,0,9,2,10,255,23,39,16,112,1,0,1
a7be7620,barrages,20/05/2017,Racing 92,Extérieur,Montpellier Hérault Rugby,22,13,6e,,Victoire,3,50 %,65 %,66 %,34 %,61 %,5,1,3,1,12,10,1,5,1,13,142,12,19,16,193,0,0,0
314083e7,demi-finales,26/05/2017,Stade Rochelais,Domicile,RC Toulon,15,18,1e,,Défaite,0,50 %,57 %,33 %,43 %,56 %,6,1,4,1,13,8,0,9,4,11,160,29,25,18,118,0,0,1
314083e7,demi-finales,26/05/2017,RC Toulon,Extérieur,Stade Rochelais,18,15,4e,,Victoire,0,50 %,43 %,67 %,57 %,44 %,7,0,4,3,8,6,1,8,5,8,172,27,15,24,122,0,0,0
85975eb5,demi-finales,27/05/2017,ASM Clermont,Domicile,Racing 92,37,31,2e,,Victoire,4,50 %,51 %,52 %,49 %,50 %,1,0,1,0,12,8,0,9,5,9,167,19,32,19,157,0,0,1
85975eb5,demi-finales,27/05/2017,Racing 92,Extérieur,ASM Clermont,31,37,6e,,Défaite,3,50 %,49 %,48 %,51 %,50 %,7,1,4,2,10,7,2,7,4,13,130,9,27,14,152,1,0,0
0353c715,finale,04/06/2017,ASM Clermont,Domicile,RC Toulon,22,16,2e,,Victoire,1,50 %,42 %,43 %,58 %,44 %,5,0,3,2,11,6,1,12,5,13,240,19,39,27,93,1,0,0
0353c715,finale,04/06/2017,RC Toulon,Extérieur,ASM Clermont,16,22,4e,,Défaite,1,50 %,58 %,57 %,42 %,56 %,10,1,6,3,10,8,0,11,3,11,96,8,20,25,177,0,0,0
6b8da773,j1,26/08/2017,Oyonnax Rugby,Domicile,Stade Toulousain,23,23,13e,,Nul,2,50 %,61 %,58 %,40 %,59 %,16,2,9,5,17,8,0,5,3,8,120,7,11,15,171,0,0,0
6b8da773,j1,26/08/2017,Stade Toulousain,Extérieur,Oyonnax Rugby,23,23,3e,,Nul,2,50 %,39 %,42 %,60 %,41 %,5,0,5,0,5,4,5,11,3,9,193,17,19,17,122,1,0,0
bb1bc161,j1,26/08/2017,CA Brive,Domicile,Stade Rochelais,10,19,14e,,Défaite,1,50 %,53 %,60 %,47 %,53 %,10,0,7,3,21,18,0,10,1,7,136,12,26,13,104,2,0,0
bb1bc161,j1,26/08/2017,Stade Rochelais,Extérieur,CA Brive,19,10,7e,,Victoire,3,50 %,47 %,40 %,53 %,47 %,10,0,7,3,11,9,0,11,0,16,170,24,21,21,148,2,0,0
1715ca85,j1,26/08/2017,Montpellier Hérault Rugby,Domicile,SU Agen,48,19,1e,Bo,Victoire,7,50 %,38 %,43 %,63 %,44 %,10,2,6,2,10,10,1,8,1,10,217,26,19,18,87,0,0,0
1715ca85,j1,26/08/2017,SU Agen,Extérieur,Montpellier Hérault Rugby,19,48,11e,,Défaite,3,50 %,62 %,57 %,37 %,56 %,12,2,8,2,13,8,0,9,0,9,100,5,14,10,129,1,0,0
aa5dcab3,j1,26/08/2017,Racing 92,Domicile,Castres Olympique,25,21,2e,,Victoire,3,50 %,42 %,55 %,59 %,43 %,8,0,5,3,9,4,0,9,2,9,150,5,26,23,155,1,0,0
aa5dcab3,j1,26/08/2017,Castres Olympique,Extérieur,Racing 92,21,25,6e,Bd,Défaite,2,50 %,58 %,45 %,41 %,57 %,7,0,4,3,8,7,1,9,3,9,232,23,24,28,152,1,0,0
642716d2,j1,26/08/2017,Stade Français Paris,Domicile,LOU Rugby,16,25,12e,,Défaite,1,50 %,52 %,36 %,49 %,49 %,13,1,9,3,9,7,4,10,3,11,156,10,18,15,163,1,0,0
642716d2,j1,26/08/2017,LOU Rugby,Extérieur,Stade Français Paris,25,16,5e,,Victoire,3,50 %,48 %,64 %,51 %,51 %,5,1,3,1,17,13,0,14,2,10,192,6,21,21,146,1,0,0
cc0e0efa,j1,26/08/2017,Union Bordeaux-Bègles,Domicile,ASM Clermont,32,25,10e,,Victoire,3,50 %,54 %,64 %,46 %,54 %,11,0,8,3,10,6,3,11,5,11,164,23,27,19,143,0,0,0
cc0e0efa,j1,26/08/2017,ASM Clermont,Extérieur,Union Bordeaux-Bègles,25,32,9e,,Défaite,3,50 %,46 %,36 %,54 %,46 %,4,2,2,0,16,8,1,12,2,12,175,18,25,20,150,1,0,0
027aa02f,j1,27/08/2017,RC Toulon,Domicile,Section Paloise,41,14,4e,,Victoire,4,50 %,46 %,47 %,54 %,47 %,8,0,6,2,12,11,1,10,5,10,124,8,25,21,132,0,0,0
027aa02f,j1,27/08/2017,Section Paloise,Extérieur,RC Toulon,14,41,8e,,Défaite,2,50 %,54 %,53 %,46 %,53 %,7,0,6,1,17,13,0,9,0,10,154,6,27,15,124,0,0,0
10e131c0,j2,02/09/2017,SU Agen,Domicile,Racing 92,23,19,11e,,Victoire,2,50 %,43 %,19 %,61 %,43 %,11,2,7,2,13,9,0,6,3,5,137,14,17,13,114,1,0,0
10e131c0,j2,02/09/2017,Racing 92,Extérieur,SU Agen,19,23,2e,Bd,Défaite,3,50 %,57 %,81 %,39 %,57 %,16,0,10,6,9,8,1,14,0,10,150,7,21,11,114,0,0,1
706dc91e,j2,02/09/2017,Stade Français Paris,Domicile,Stade Rochelais,35,24,12e,,Victoire,5,50 %,50 %,47 %,50 %,51 %,16,2,12,2,8,7,0,5,2,9,177,15,38,21,125,2,0,0
706dc91e,j2,02/09/2017,Stade Rochelais,Extérieur,Stade Français Paris,24,35,7e,,Défaite,2,50 %,50 %,53 %,50 %,49 %,8,0,5,3,10,8,1,17,1,8,163,9,10,10,172,1,0,0
22335832,j2,02/09/2017,Castres Olympique,Domicile,Union Bordeaux-Bègles,33,19,6e,Bo,Victoire,5,50 %,49 %,70 %,50 %,49 %,12,0,6,6,16,13,1,10,2,7,129,9,14,27,111,0,0,0
22335832,j2,02/09/2017,Union Bordeaux-Bègles,Extérieur,Castres Olympique,19,33,10e,,Défaite,1,50 %,51 %,30 %,50 %,51 %,5,1,3,1,8,7,1,9,4,14,142,18,23,21,98,2,0,0
58acb221,j2,02/09/2017,LOU Rugby,Domicile,CA Brive,29,14,5e,,Victoire,2,50 %,55 %,56 %,42 %,58 %,13,0,9,4,12,12,1,2,5,10,152,17,10,22,90,0,0,0
58acb221,j2,02/09/2017,CA Brive,Extérieur,LOU Rugby,14,29,14e,,Défaite,1,50 %,45 %,44 %,58 %,42 %,5,0,3,2,11,8,0,6,3,11,121,9,19,11,127,0,0,0
98df4593,j2,02/09/2017,Montpellier Hérault Rugby,Domicile,Oyonnax Rugby,37,6,1e,Bo,Victoire,5,50 %,65 %,78 %,36 %,65 %,12,0,12,0,13,11,0,18,2,8,136,15,17,20,178,0,0,0
98df4593,j2,02/09/2017,Oyonnax Rugby,Extérieur,Montpellier Hérault Rugby,6,37,13e,,Défaite,0,50 %,35 %,22 %,64 %,35 %,8,0,7,1,10,8,0,11,2,10,195,15,26,16,143,0,0,0
ef55a287,j2,02/09/2017,Stade Toulousain,Domicile,Section Paloise,23,19,3e,,Victoire,2,50 %,42 %,46 %,58 %,46 %,9,0,8,1,7,6,0,4,3,10,221,22,25,12,131,2,0,0
ef55a287,j2,02/09/2017,Section Paloise,Extérieur,Stade Toulousain,19,23,8e,Bd,Défaite,1,50 %,58 %,54 %,42 %,54 %,9,1,7,1,11,8,0,10,4,8,146,12,29,16,228,2,0,0
29cad08b,j2,03/09/2017,ASM Clermont,Domicile,RC Toulon,21,16,9e,,Victoire,2,50 %,52 %,66 %,48 %,52 %,10,1,6,3,17,12,0,12,3,7,149,15,16,19,132,1,0,0
29cad08b,j2,03/09/2017,RC Toulon,Extérieur,ASM Clermont,16,21,4e,Bd,Défaite,1,50 %,48 %,34 %,52 %,48 %,14,0,12,2,11,4,1,8,3,14,139,19,25,17,125,2,0,0
a9bc8777,j3,09/09/2017,Stade Rochelais,Domicile,ASM Clermont,51,20,7e,Bo,Victoire,6,50 %,40 %,38 %,60 %,40 %,7,2,3,2,12,11,1,7,2,11,151,12,17,11,191,1,0,0
a9bc8777,j3,09/09/2017,ASM Clermont,Extérieur,Stade Rochelais,20,51,9e,,Défaite,2,50 %,60 %,62 %,40 %,60 %,10,3,5,2,12,9,0,6,2,11,193,14,27,6,164,2,0,0
f7f26419,j3,09/09/2017,CA Brive,Domicile,Racing 92,6,25,14e,,Défaite,0,50 %,47 %,44 %,53 %,47 %,6,0,4,2,18,10,4,13,2,10,152,9,25,17,150,1,0,0
f7f26419,j3,09/09/2017,Racing 92,Extérieur,CA Brive,25,6,2e,Bo,Victoire,3,50 %,53 %,56 %,47 %,53 %,11,1,9,1,14,8,3,4,2,17,196,16,21,32,103,2,0,0
c25c7640,j3,09/09/2017,Oyonnax Rugby,Domicile,SU Agen,12,10,13e,,Victoire,0,50 %,48 %,58 %,50 %,48 %,12,1,7,4,8,5,0,9,4,6,157,10,15,14,159,0,0,0
c25c7640,j3,09/09/2017,SU Agen,Extérieur,Oyonnax Rugby,10,12,11e,Bd,Défaite,1,50 %,52 %,42 %,50 %,52 %,8,2,4,2,12,10,2,10,1,9,186,12,23,16,94,1,0,0
3227b50b,j3,09/09/2017,Union Bordeaux-Bègles,Domicile,Stade Français Paris,30,10,10e,,Victoire,2,50 %,51 %,50 %,48 %,52 %,5,1,4,0,16,12,1,13,5,6,149,9,10,24,130,0,0,0
3227b50b,j3,09/09/2017,Stade Français Paris,Extérieur,Union Bordeaux-Bègles,10,30,12e,,Défaite,1,50 %,49 %,50 %,52 %,48 %,14,0,9,5,12,9,0,12,1,11,186,17,17,24,154,1,0,0
0e044353,j3,09/09/2017,Castres Olympique,Domicile,Montpellier Hérault Rugby,17,22,6e,Bd,Défaite,1,50 %,48 %,51 %,51 %,48 %,9,0,6,3,9,6,2,11,4,12,134,16,26,28,97,0,0,0
0e044353,j3,09/09/2017,Montpellier Hérault Rugby,Extérieur,Castres Olympique,22,17,1e,,Victoire,1,50 %,52 %,49 %,49 %,52 %,8,1,5,2,10,8,1,8,5,11,122,18,20,34,84,0,0,0
d3252e0e,j3,10/09/2017,Section Paloise,Domicile,LOU Rugby,30,14,8e,,Victoire,3,50 %,49 %,48 %,51 %,50 %,6,0,5,1,15,8,2,8,3,13,126,10,22,25,145,0,0,0
d3252e0e,j3,10/09/2017,LOU Rugby,Extérieur,Section Paloise,14,30,5e,,Défaite,2,50 %,51 %,52 %,49 %,50 %,10,1,7,2,18,11,1,10,0,8,145,15,22,18,108,1,0,0
407f7fb5,j3,10/09/2017,RC Toulon,Domicile,Stade Toulousain,20,16,4e,,Victoire,2,50 %,55 %,60 %,44 %,54 %,8,1,5,2,18,12,2,14,1,9,189,16,29,23,145,2,0,0
407f7fb5,j3,10/09/2017,Stade Toulousain,Extérieur,RC Toulon,16,20,3e,Bd,Défaite,1,50 %,45 %,40 %,56 %,46 %,12,0,8,4,13,3,1,1,3,10,156,15,20,23,132,1,0,0
8c5e42b3,j4,16/09/2017,Stade Toulousain,Domicile,Stade Français Paris,53,17,3e,Bo,Victoire,7,50 %,58 %,60 %,41 %,56 %,10,0,7,3,8,3,1,5,2,6,158,14,17,14,194,0,0,0
8c5e42b3,j4,16/09/2017,Stade Français Paris,Extérieur,Stade Toulousain,17,53,12e,,Défaite,1,50 %,42 %,40 %,59 %,44 %,4,2,2,0,5,3,2,12,4,10,201,24,27,5,163,1,0,0
d3a8189d,j4,16/09/2017,LOU Rugby,Domicile,Union Bordeaux-Bègles,49,14,5e,Bo,Victoire,6,50 %,46 %,41 %,55 %,46 %,12,1,7,4,10,8,0,7,3,12,145,17,14,24,146,0,0,0
d3a8189d,j4,16/09/2017,Union Bordeaux-Bègles,Extérieur,LOU Rugby,14,49,10e,,Défaite,1,50 %,54 %,59 %,45 %,54 %,8,3,2,3,12,9,1,9,3,9,118,13,25,13,125,0,0,0
d560fd08,j4,16/09/2017,Section Paloise,Domicile,Castres Olympique,28,13,8e,,Victoire,3,50 %,48 %,46 %,54 %,47 %,13,1,8,4,16,11,0,5,3,5,159,8,17,30,168,1,0,0
d560fd08,j4,16/09/2017,Castres Olympique,Extérieur,Section Paloise,13,28,6e,,Défaite,1,50 %,52 %,54 %,46 %,53 %,5,0,4,1,8,7,2,16,2,7,154,8,19,20,167,1,0,0
e283ff6a,j4,16/09/2017,SU Agen,Domicile,Stade Rochelais,15,20,11e,Bd,Défaite,0,50 %,49 %,49 %,49 %,50 %,11,2,8,1,10,7,0,7,5,6,263,34,32,13,97,0,0,0
e283ff6a,j4,16/09/2017,Stade Rochelais,Extérieur,SU Agen,20,15,7e,,Victoire,2,50 %,51 %,51 %,51 %,50 %,7,0,5,2,6,4,2,11,2,11,149,18,23,5,213,0,0,0
2bea4160,j4,16/09/2017,ASM Clermont,Domicile,CA Brive,62,6,9e,Bo,Victoire,8,50 %,55 %,59 %,45 %,54 %,10,1,6,3,12,10,1,12,2,9,122,10,7,9,175,2,0,0
2bea4160,j4,16/09/2017,CA Brive,Extérieur,ASM Clermont,6,62,14e,,Défaite,0,50 %,45 %,41 %,55 %,46 %,13,3,6,4,8,6,0,6,2,7,149,13,28,9,119,2,0,0
4c0448d1,j4,17/09/2017,Racing 92,Domicile,Oyonnax Rugby,25,13,2e,,Victoire,3,50 %,62 %,72 %,38 %,61 %,14,0,11,3,10,6,2,10,2,11,164,14,21,11,207,0,0,0
4c0448d1,j4,17/09/2017,Oyonnax Rugby,Extérieur,Racing 92,13,25,13e,,Défaite,1,50 %,38 %,28 %,62 %,39 %,8,1,5,2,17,10,0,9,2,10,214,15,35,8,175,1,0,0
464e84cf,j4,17/09/2017,Montpellier Hérault Rugby,Domicile,RC Toulon,43,20,1e,Bo,Victoire,5,50 %,68 %,80 %,34 %,68 %,10,0,8,2,12,11,1,9,1,6,94,7,10,21,125,0,0,0
464e84cf,j4,17/09/2017,RC Toulon,Extérieur,Montpellier Hérault Rugby,20,43,4e,,Défaite,2,50 %,32 %,20 %,66 %,32 %,10,1,5,4,11,10,1,7,2,11,155,9,20,17,103,1,0,0
fe8ec8b4,j5,23/09/2017,ASM Clermont,Domicile,Racing 92,23,21,9e,,Victoire,2,50 %,51 %,53 %,48 %,51 %,12,0,8,4,15,11,0,16,3,10,122,20,23,20,104,2,0,0
fe8ec8b4,j5,23/09/2017,Racing 92,Extérieur,ASM Clermont,21,23,2e,Bd,Défaite,1,50 %,49 %,47 %,52 %,49 %,14,1,12,1,8,7,1,11,3,12,95,10,17,20,119,1,0,0
01aff8e4,j5,23/09/2017,Stade Rochelais,Domicile,Oyonnax Rugby,57,12,7e,Bo,Victoire,8,50 %,40 %,63 %,64 %,43 %,7,0,6,1,16,11,0,12,1,5,193,12,25,12,162,1,0,0
01aff8e4,j5,23/09/2017,Oyonnax Rugby,Extérieur,Stade Rochelais,12,57,13e,,Défaite,2,50 %,60 %,37 %,36 %,57 %,11,1,6,4,6,5,1,5,0,11,197,16,27,13,197,0,0,0
061f5e34,j5,23/09/2017,SU Agen,Domicile,Section Paloise,14,20,11e,,Défaite,2,50 %,56 %,72 %,44 %,53 %,8,1,6,1,12,6,0,9,0,11,152,17,16,11,117,0,0,0
061f5e34,j5,23/09/2017,Section Paloise,Extérieur,SU Agen,20,14,8e,,Victoire,2,50 %,44 %,28 %,56 %,47 %,8,0,7,1,12,10,2,8,2,13,296,34,9,16,167,1,0,0
eb906919,j5,23/09/2017,Union Bordeaux-Bègles,Domicile,Montpellier Hérault Rugby,47,17,10e,Bo,Victoire,5,50 %,40 %,62 %,63 %,42 %,14,0,11,3,9,6,1,6,4,7,181,9,21,19,129,0,0,0
eb906919,j5,23/09/2017,Montpellier Hérault Rugby,Extérieur,Union Bordeaux-Bègles,17,47,1e,,Défaite,2,50 %,60 %,38 %,37 %,58 %,8,2,5,1,10,6,1,11,1,12,141,9,18,13,146,0,0,1
8345ff60,j5,23/09/2017,CA Brive,Domicile,Stade Toulousain,19,22,14e,Bd,Défaite,1,50 %,51 %,76 %,48 %,53 %,10,2,5,3,18,15,0,7,4,7,130,20,25,21,90,0,0,0
8345ff60,j5,23/09/2017,Stade Toulousain,Extérieur,CA Brive,22,19,3e,,Victoire,3,50 %,49 %,24 %,52 %,47 %,8,0,4,4,12,9,0,9,1,11,134,5,8,23,94,1,0,0
ba11fe6a,j5,24/09/2017,LOU Rugby,Domicile,Castres Olympique,31,12,5e,Bo,Victoire,4,50 %,43 %,53 %,60 %,47 %,16,3,9,4,12,10,0,8,1,12,150,9,22,18,114,1,0,0
ba11fe6a,j5,24/09/2017,Castres Olympique,Extérieur,LOU Rugby,12,31,6e,,Défaite,0,50 %,57 %,47 %,40 %,53 %,11,0,7,4,12,8,1,18,4,10,112,10,18,9,157,1,0,0
aa4aae0b,j5,24/09/2017,Stade Français Paris,Domicile,RC Toulon,15,19,12e,Bo,Défaite,0,50 %,52 %,62 %,48 %,51 %,11,2,6,3,11,9,2,6,4,10,156,14,21,21,126,0,0,0
