journee,date,domicile,classement_dom,bonus_dom,score_dom,exterieur,classement_ext,bonus_ext,score_ext,score,lien_feuille_match
j6,samedi 30 septembre,Oyonnax Rugby,13e,,9,Union Bordeaux-Bègles,10e,Bo,39,9 - 39,https://top14.lnr.fr/feuille-de-match/2017-2018/j6/8142-oyonnax-bordeaux-begles
j6,samedi 30 septembre,Section Paloise,8e,Bd,23,Stade Français Paris,12e,,25,23 - 25,https://top14.lnr.fr/feuille-de-match/2017-2018/j6/8143-pau-paris
j6,samedi 30 septembre,Stade Toulousain,3e,,30,SU Agen,11e,,10,30 - 10,https://top14.lnr.fr/feuille-de-match/2017-2018/j6/8144-toulouse-agen
j6,samedi 30 septembre,Racing 92,2e,Bd,17,LOU Rugby,5e,,20,17 - 20,https://top14.lnr.fr/feuille-de-match/2017-2018/j6/8145-racing-92-lyon
j6,dimanche 01 octobre,Montpellier Hérault Rugby,1e,Bo,54,CA Brive,14e,,10,54 - 10,https://top14.lnr.fr/feuille-de-match/2017-2018/j6/8146-montpellier-brive
j6,dimanche 01 octobre,Castres Olympique,6e,,29,ASM Clermont,9e,,23,29 - 23,https://top14.lnr.fr/feuille-de-match/2017-2018/j6/8147-castres-clermont
j7,samedi 07 octobre,Stade Français Paris,12e,,31,Montpellier Hérault Rugby,1e,,20,31 - 20,https://top14.lnr.fr/feuille-de-match/2017-2018/j7/8148-paris-montpellier
j7,samedi 07 octobre,Union Bordeaux-Bègles,10e,,30,RC Toulon,4e,Bd,27,30 - 27,https://top14.lnr.fr/feuille-de-match/2017-2018/j7/8149-bordeaux-begles-toulon
j7,samedi 07 octobre,CA Brive,14e,,27,Castres Olympique,6e,Bd,22,27 - 22,https://top14.lnr.fr/feuille-de-match/2017-2018/j7/8150-brive-castres
j7,samedi 07 octobre,Oyonnax Rugby,13e,Bd,16,Section Paloise,8e,,19,16 - 19,https://top14.lnr.fr/feuille-de-match/2017-2018/j7/8151-oyonnax-pau
j7,samedi 07 octobre,SU Agen,11e,,6,LOU Rugby,5e,Bo,25,6 - 25,https://top14.lnr.fr/feuille-de-match/2017-2018/j7/8152-agen-lyon
j7,dimanche 08 octobre,Stade Rochelais,7e,,16,Racing 92,2e,,9,16 - 9,https://top14.lnr.fr/feuille-de-match/2017-2018/j7/8153-la-rochelle-racing-92
j7,dimanche 08 octobre,Stade Toulousain,3e,,28,ASM Clermont,9e,,18,28 - 18,https://top14.lnr.fr/feuille-de-match/2017-2018/j7/8154-toulouse-clermont
j8,samedi 28 octobre,RC Toulon,4e,Bo,41,CA Brive,14e,,24,41 - 24,https://top14.lnr.fr/feuille-de-match/2017-2018/j8/8155-toulon-brive
j8,samedi 28 octobre,LOU Rugby,5e,Bo,52,Oyonnax Rugby,13e,,18,52 - 18,https://top14.lnr.fr/feuille-de-match/2017-2018/j8/8156-lyon-oyonnax
j8,samedi 28 octobre,Racing 92,2e,,29,Union Bordeaux-Bègles,10e,,13,29 - 13,https://top14.lnr.fr/feuille-de-match/2017-2018/j8/8157-racing-92-bordeaux-begles
j8,samedi 28 octobre,Section Paloise,8e,,16,Montpellier Hérault Rugby,1e,,22,16 - 22,https://top14.lnr.fr/feuille-de-match/2017-2018/j8/8158-pau-montpellier
j8,samedi 28 octobre,ASM Clermont,9e,,33,Stade Français Paris,12e,,10,33 - 10,https://top14.lnr.fr/feuille-de-match/2017-2018/j8/8159-clermont-paris
j8,dimanche 29 octobre,Castres Olympique,6e,Bo,43,SU Agen,11e,,28,43 - 28,https://top14.lnr.fr/feuille-de-match/2017-2018/j8/8160-castres-agen
j8,dimanche 29 octobre,Stade Rochelais,7e,,37,Stade Toulousain,3e,,21,37 - 21,https://top14.lnr.fr/feuille-de-match/2017-2018/j8/8161-la-rochelle-toulouse
j9,samedi 04 novembre,Stade Toulousain,3e,,38,Union Bordeaux-Bègles,10e,Bd,37,38 - 37,https://top14.lnr.fr/feuille-de-match/2017-2018/j9/8162-toulouse-bordeaux-begles
j9,samedi 04 novembre,LOU Rugby,5e,Bd,15,Stade Rochelais,7e,,19,15 - 19,https://top14.lnr.fr/feuille-de-match/2017-2018/j9/8163-lyon-la-rochelle
j9,samedi 04 novembre,Oyonnax Rugby,13e,,19,Castres Olympique,6e,,32,19 - 32,https://top14.lnr.fr/feuille-de-match/2017-2018/j9/8164-oyonnax-castres
j9,samedi 04 novembre,Racing 92,2e,,23,Section Paloise,8e,Bd,20,23 - 20,https://top14.lnr.fr/feuille-de-match/2017-2018/j9/8165-racing-92-pau
j9,samedi 04 novembre,SU Agen,11e,,26,RC Toulon,4e,Bd,24,26 - 24,https://top14.lnr.fr/feuille-de-match/2017-2018/j9/8166-agen-toulon
j9,dimanche 05 novembre,CA Brive,14e,,20,Stade Français Paris,12e,Bd,19,20 - 19,https://top14.lnr.fr/feuille-de-match/2017-2018/j9/8167-brive-paris
j9,dimanche 05 novembre,Montpellier Hérault Rugby,1e,,28,ASM Clermont,9e,Bd,24,28 - 24,https://top14.lnr.fr/feuille-de-match/2017-2018/j9/8168-montpellier-clermont
j10,samedi 18 novembre,ASM Clermont,9e,Bo,39,LOU Rugby,5e,,18,39 - 18,https://top14.lnr.fr/feuille-de-match/2017-2018/j10/8169-clermont-lyon
j10,samedi 18 novembre,Castres Olympique,6e,,31,Stade Rochelais,7e,,15,31 - 15,https://top14.lnr.fr/feuille-de-match/2017-2018/j10/8170-castres-la-rochelle
j10,samedi 18 novembre,Montpellier Hérault Rugby,1e,Bo,32,Stade Toulousain,3e,,22,32 - 22,https://top14.lnr.fr/feuille-de-match/2017-2018/j10/8171-montpellier-toulouse
j10,samedi 18 novembre,Section Paloise,8e,,34,CA Brive,14e,,15,34 - 15,https://top14.lnr.fr/feuille-de-match/2017-2018/j10/8172-pau-brive
j10,samedi 18 novembre,Union Bordeaux-Bègles,10e,,33,SU Agen,11e,,23,33 - 23,https://top14.lnr.fr/feuille-de-match/2017-2018/j10/8173-bordeaux-begles-agen
j10,dimanche 19 novembre,Stade Français Paris,12e,,39,Oyonnax Rugby,13e,Bd,35,39 - 35,https://top14.lnr.fr/feuille-de-match/2017-2018/j10/8174-paris-oyonnax
j10,dimanche 19 novembre,RC Toulon,4e,,29,Racing 92,2e,,40,29 - 40,https://top14.lnr.fr/feuille-de-match/2017-2018/j10/8175-toulon-racing-92
j11,samedi 25 novembre,Castres Olympique,6e,,20,RC Toulon,4e,Bd,19,20 - 19,https://top14.lnr.fr/feuille-de-match/2017-2018/j11/8176-castres-toulon
j11,samedi 25 novembre,Oyonnax Rugby,13e,,32,ASM Clermont,9e,,32,32 - 32,https://top14.lnr.fr/feuille-de-match/2017-2018/j11/8177-oyonnax-clermont
j11,samedi 25 novembre,Stade Rochelais,7e,Bo,44,Section Paloise,8e,,14,44 - 14,https://top14.lnr.fr/feuille-de-match/2017-2018/j11/8178-la-rochelle-pau
j11,samedi 25 novembre,SU Agen,11e,,29,Stade Français Paris,12e,,13,29 - 13,https://top14.lnr.fr/feuille-de-match/2017-2018/j11/8179-agen-paris
j11,samedi 25 novembre,Union Bordeaux-Bègles,10e,,27,CA Brive,14e,,27,27 - 27,https://top14.lnr.fr/feuille-de-match/2017-2018/j11/8180-bordeaux-begles-brive
